Type,Threads,Total-Time,Thread-Id,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
skew16/part09,16,223.74,8,96633561088.00,444188.34,107761565696.00,4593728512.00,19396161,11125221,12170793,220841,11,11125016,12
skew16/part10,16,223.74,9,94164213760.00,991657.75,106734608384.00,4668614656.00,19676709,11125364,14156976,207996,12,11125064,14
skew16/part11,16,223.74,10,92824625152.00,1308096.88,104763367424.00,4747724288.00,19528171,11125381,15203208,213194,17,11125064,18
skew16/part12,16,223.74,11,95540813824.00,1597654.50,107041570816.00,4752259584.00,19419493,11125407,12667227,213013,16,11125072,17
skew16/part13,16,223.74,12,93474086912.00,1405240.75,105242066944.00,4781609984.00,19585671,11125463,15248330,204764,12,11125096,14
skew16/part14,16,223.74,13,94213775360.00,909211.50,106788102144.00,4570117632.00,19716570,11125493,14209797,194413,30,11125083,31
skew16/part15,16,223.74,14,93362601984.00,1358241.12,105947750400.00,4528015872.00,19750409,11125579,13893214,180905,22,11125122,24
skew16/part16,16,223.74,15,93751042048.00,1855272.12,105273810944.00,4647225856.00,19421452,11125598,12818264,198283,25,11125125,26
sorted16/part01,16,302.12,0,81877090304.00,3989405.75,94216642560.00,76861235200.00,16023526,11127135,13623955,16506066,0,11125674,2
sorted16/part02,16,302.12,1,82255110144.00,930328.12,96134701056.00,82933030912.00,17941485,11125666,14561540,16960887,38,11125105,57
sorted16/part03,16,302.12,2,84681670656.00,573969.00,98224996352.00,87905239040.00,18093914,11125217,14664907,18558924,32,11124990,34
sorted16/part04,16,302.12,3,88198643712.00,1737076.12,101732950016.00,81427546112.00,17541567,11125662,13509644,17318590,8,11125162,10
sorted16/part05,16,302.12,4,88628322304.00,1853379.88,102094733312.00,81057071104.00,17417657,11125828,13612463,17448622,3,11125216,6
sorted16/part06,16,302.12,5,85384192000.00,1375857.88,98655494144.00,84370472960.00,17757152,11125620,15013300,17288134,22,11125134,24
sorted16/part07,16,302.12,6,89856860160.00,781628.19,103230922752.00,102509191168.00,18028128,11125322,12527300,22019058,7,11125054,12
sorted16/part08,16,302.12,7,84744454144.00,325283.25,99299500032.00,100672872448.00,18313429,11125134,13639466,21123117,9,11124997,10
sorted16/part09,16,302.12,8,87885053952.00,395645.12,100852588544.00,100786765824.00,18001673,11125191,13028746,21170338,13,11125006,14
sorted16/part10,16,302.12,9,85311070208.00,597632.88,99749863424.00,102123094016.00,18297124,11125315,13627729,21924516,17,11125035,23
sorted16/part11,16,302.12,10,82861694976.00,388168.00,97588379648.00,102980780032.00,18353237,11125210,13405247,22070547,11,11124996,18
sorted16/part12,16,302.12,11,86032302080.00,301947.19,100196270080.00,102200590336.00,18232541,11125232,14564168,21007729,20,11124991,36
sorted16/part13,16,302.12,12,82915450880.00,950468.06,95701344256.00,94630166528.00,18059543,11125356,14225920,18551572,29,11125023,39
sorted16/part14,16,302.12,13,84959961088.00,1016668.69,98790252544.00,102228803584.00,18282047,11125526,14403799,20989246,20,11125102,26
sorted16/part15,16,302.12,14,85408743424.00,363202.50,99287072768.00,101948833792.00,18396060,11125286,14216166,21860081,7,11125040,11
sorted16/part16,16,302.12,15,86637445120.00,860432.88,100867629056.00,102493126656.00,18414249,11125517,14249321,21978169,17,11125108,19
skew32/part01,32,454.95,0,349272113152.00,1249616.88,352935673856.00,2256800512.00,10109066,5562795,40973951,72035,13,5562558,15
skew32/part02,32,454.95,1,293325078528.00,2069041.38,296850358272.00,2385899776.00,9669649,5562870,37423882,106644,21,5562569,22
skew32/part03,32,454.95,2,301812023296.00,2317631.25,305589026816.00,2444833536.00,9664792,5562770,39645068,82768,15,5562545,18
skew32/part04,32,454.95,3,279087906816.00,2898341.50,282580746240.00,2412552192.00,9607893,5562875,36400205,111193,19,5562573,20
skew32/part05,32,454.95,4,349259595776.00,1367157.12,353075658752.00,2389402112.00,10125290,5562813,41337074,90311,9,5562570,9
skew32/part06,32,454.95,5,337863737344.00,1929269.50,341912059904.00,2517611776.00,10037905,5562813,44260427,114409,16,5562553,18
skew32/part07,32,454.95,6,348932440064.00,2153038.25,352791986176.00,2407186176.00,10181039,5562772,39975613,95144,12,5562550,13
skew32/part08,32,454.95,7,350391533568.00,2011169.25,354235219968.00,2222092544.00,10141460,5562882,39643428,81779,13,5562590,13
skew32/part09,32,454.95,8,307498582016.00,2906213.75,311343185920.00,2319908864.00,9613824,5562990,38233473,80884,17,5562619,18
skew32/part10,32,454.95,9,338933186560.00,3254351.50,342730932224.00,2342890752.00,9831886,5562969,44085211,79306,20,5562611,20
skew32/part11,32,454.95,10,310173073408.00,2947528.25,313896894464.00,2305889536.00,9637301,5562941,38270667,81046,14,5562606,15
skew32/part12,32,454.95,11,332044140544.00,3863912.75,335874850816.00,2400015872.00,9910100,5563017,36745601,78856,8,5562638,9
skew32/part13,32,454.95,12,350966284288.00,1114731.12,354679881728.00,2262832384.00,10096976,5562652,40085401,108798,8,5562513,10
skew32/part14,32,454.95,13,359499005952.00,714530.62,362926571520.00,2155571200.00,10164398,5562641,43130776,77397,9,5562511,12
skew32/part15,32,454.95,14,347198423040.00,1284050.00,350972051456.00,2207136000.00,10047919,5562616,40791867,81389,7,5562508,9
skew32/part16,32,454.95,15,350470406144.00,1458804.12,354252226560.00,2177181184.00,10104995,5562648,40347709,81215,3,5562523,4
skew32/part17,32,454.95,16,306513182720.00,1747125.25,309953855488.00,2187828992.00,9750002,5562652,42965187,78915,7,5562522,7
skew32/part18,32,454.95,17,350239883264.00,2209809.00,353890566144.00,2192460032.00,10115216,5562651,39796566,85402,5,5562523,6
skew32/part19,32,454.95,18,348727115776.00,629917.88,352610025472.00,2469815040.00,9663579,5562649,43336367,78835,7,5562518,7
skew32/part20,32,454.95,19,330959486976.00,1079534.38,334687633408.00,2276868352.00,10052680,5562686,39517999,77700,11,5562526,11
skew32/part21,32,454.95,20,347650392064.00,1703052.75,351322013696.00,2264545792.00,10207229,5562662,36069447,70411,6,5562526,7
skew32/part22,32,454.95,21,320550764544.00,1437579.25,324266033152.00,2394360832.00,9843745,5562660,36221514,68430,5,5562528,5
skew32/part23,32,454.95,22,341223112704.00,1345987.75,345108578304.00,2286867200.00,10156749,5562652,41899216,73008,9,5562516,11
skew32/part24,32,454.95,23,346253230080.00,1104527.75,349980459008.00,2259672576.00,10161387,5562666,36826439,77037,5,5562529,5
skew32/part25,32,454.95,24,356353507328.00,1687094.62,360930934784.00,2578730240.00,10113528,5562703,42842427,75107,7,5562537,8
skew32/part26,32,454.95,25,360603156480.00,1452155.62,364500779008.00,2294273536.00,10165242,5562696,43417317,72417,9,5562534,9
skew32/part27,32,454.95,26,337936809984.00,2523959.75,341782331392.00,2242313216.00,10072255,5562804,40674732,72398,14,5562562,15
skew32/part28,32,454.95,27,337866031104.00,1119230.25,341668331520.00,2292346112.00,10137964,5562754,37502100,72022,12,5562549,12
skew32/part29,32,454.95,28,287389253632.00,2247912.25,291032465408.00,2308386560.00,9668563,5562851,37003497,71589,16,5562575,16
skew32/part30,32,454.95,29,346447151104.00,2024207.25,350131159040.00,2241090560.00,10167249,5562704,36741415,73676,16,5562525,18
skew32/part31,32,454.95,30,347378909184.00,2039586.25,351051284480.00,2235045376.00,10178451,5562778,36331854,77677,9,5562558,11
skew32/part32,32,454.95,31,322813296640.00,1681698.62,326557597696.00,2368386304.00,9916717,5562756,37134547,69638,10,5562554,10
sorted32/part01,32,516.29,0,265189801984.00,1488494.88,282985496576.00,140017106944.00,9223245,5562828,32985466,19965524,11,5562565,14
sorted32/part02,32,516.29,1,241535844352.00,780465.12,258792554496.00,135116783616.00,8263566,5562713,30525815,18046021,13,5562519,18
sorted32/part03,32,516.29,2,159306399744.00,390274.66,160639877120.00,128425533440.00,6621322,5562646,19420172,17011639,2,5562509,6
sorted32/part04,32,516.29,3,138856251392.00,5494367.00,139447533568.00,127991603200.00,6136530,5564066,15760246,19111309,0,5562994,3
sorted32/part05,32,516.29,4,196527964160.00,3066975.50,206826258432.00,129498677248.00,7256602,5563159,23688685,17058852,5,5562674,11
sorted32/part06,32,516.29,5,237169475584.00,598171.44,253804511232.00,133695332352.00,8208498,5562645,29341360,17641750,16,5562489,22
sorted32/part07,32,516.29,6,270236680192.00,991730.56,288750338048.00,145489166336.00,9496560,5562687,33148915,18632326,9,5562519,12
sorted32/part08,32,516.29,7,255407194112.00,1579696.25,273676107776.00,149401010176.00,9678332,5562875,28986491,17841443,16,5562577,20
sorted32/part09,32,516.29,8,259698393088.00,500130.19,278587342848.00,149388099584.00,9809623,5562678,28750526,17758987,4,5562531,6
sorted32/part10,32,516.29,9,254130438144.00,1007017.75,273062019072.00,148942602240.00,9766721,5562991,30118812,20733495,15,5562610,19
sorted32/part11,32,516.29,10,269862567936.00,1317322.00,289183956992.00,149549350912.00,9811038,5562767,32900710,19299903,10,5562551,14
sorted32/part12,32,516.29,11,256336281600.00,1932555.38,274784092160.00,149034762240.00,9438840,5562900,29327163,18035684,22,5562576,25
sorted32/part13,32,516.29,12,260478861312.00,383852.38,279203315712.00,148882341888.00,9750791,5562568,28572185,17607478,3,5562489,6
sorted32/part14,32,516.29,13,243876528128.00,1368067.50,262079086592.00,148372815872.00,9299705,5562842,29823550,17527107,11,5562572,15
sorted32/part15,32,516.29,14,260882415616.00,339622.06,279364501504.00,148968701952.00,9772396,5562577,32106176,20180786,2,5562493,6
sorted32/part16,32,516.29,15,262203342848.00,60769.56,280840044544.00,149023703040.00,9763733,5562564,30801563,20302704,2,5562490,6
sorted32/part17,32,516.29,16,229839323136.00,421549.31,247674011648.00,148030750720.00,9363885,5562716,30396887,20069114,8,5562534,11
sorted32/part18,32,516.29,17,255535218688.00,202719.70,274041667584.00,148582989824.00,9789989,5562591,31154435,18314868,2,5562497,6
sorted32/part19,32,516.29,18,257337819136.00,576076.31,275029360640.00,149107736576.00,9470800,5562623,33827573,19025776,3,5562513,6
sorted32/part20,32,516.29,19,257593933824.00,177950.67,275968622592.00,148361347072.00,9807715,5562555,32439955,18069714,4,5562483,8
sorted32/part21,32,516.29,20,260927029248.00,335289.09,279486791680.00,148814970880.00,9770366,5562565,28163550,17740769,8,5562484,13
sorted32/part22,32,516.29,21,259548282880.00,447328.16,277183070208.00,149074460672.00,9611301,5562634,33175145,19055234,7,5562507,10
sorted32/part23,32,516.29,22,267005657088.00,434382.06,285160570880.00,148589674496.00,9731920,5562590,33942865,20242704,14,5562489,16
sorted32/part24,32,516.29,23,143458369536.00,790926.69,144520200192.00,129194049536.00,6566752,5562637,16949829,17810663,1,5562521,3
sorted32/part25,32,516.29,24,237835616256.00,442390.12,255411044352.00,139046010880.00,8804451,5562649,30849379,17775013,10,5562515,12
sorted32/part26,32,516.29,25,267768020992.00,251379.97,286496489472.00,148802813952.00,9760764,5562611,33706656,20466458,4,5562503,6
sorted32/part27,32,516.29,26,223020056576.00,2579313.25,240819503104.00,143850258432.00,8911816,5562996,33191134,19271482,13,5562624,15
sorted32/part28,32,516.29,27,249408274432.00,905313.25,267359240192.00,149028978688.00,9504359,5562723,29782826,19323771,13,5562531,14
sorted32/part29,32,516.29,28,249631539200.00,382556.19,266798383104.00,148615790592.00,9789383,5562675,33884782,19537971,4,5562526,7
sorted32/part30,32,516.29,29,234375512064.00,828253.94,252650848256.00,147792134144.00,9639717,5562697,31403974,19698332,9,5562528,11
sorted32/part31,32,516.29,30,251379400704.00,2245697.00,269261275136.00,140884705280.00,9094319,5562756,31764557,19833791,6,5562548,9
sorted32/part32,32,516.29,31,233394569216.00,95.61,251649998848.00,144646799360.00,9368065,5562647,33219310,19863598,5,5562519,7
