Type,Threads,Total-Time,Thread-Id,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
skew08/part04,8,202.29,3,41488236544.00,861233.31,58235383808.00,9330304000.00,39214142,22250602,6920129,529327,30,22250081,32
skew08/part05,8,202.29,4,42340675584.00,1718920.75,58717532160.00,9182756864.00,39236179,22250657,6090253,498214,34,22250093,35
skew08/part06,8,202.29,5,41099456512.00,1829047.62,58073772032.00,9634022400.00,39239013,22250729,6804216,492981,33,22250119,36
skew08/part07,8,202.29,6,42265337856.00,1988155.38,59145457664.00,9613342720.00,39357180,22251107,5951190,477424,39,22250238,40
skew08/part08,8,202.29,7,41113415680.00,3313279.50,57351659520.00,9693251584.00,39349317,22251157,5997445,437217,63,22250224,63
sorted08/part01,8,223.32,0,41266896896.00,1821387.88,56568565760.00,45677989888.00,36837386,22250863,6955632,15137496,28,22250177,31
sorted08/part02,8,223.32,1,42033229824.00,916176.50,56726315008.00,44918386688.00,37214553,22250721,6242946,14542293,44,22250106,46
sorted08/part03,8,223.32,2,38659194880.00,6080078.50,52339638272.00,30368987136.00,33019295,22253411,6148488,7805503,0,22251069,1
sorted08/part04,8,223.32,3,42389073920.00,799662.31,56978280448.00,43553148928.00,37027878,22250307,6180761,13938471,11,22250015,12
sorted08/part05,8,223.32,4,41244909568.00,981433.81,56685322240.00,45347762176.00,36705365,22250546,6705425,15312964,33,22250064,34
sorted08/part06,8,223.32,5,44270829568.00,1654503.88,59087511552.00,37005819904.00,36189033,22250532,6088410,10457722,11,22250088,12
sorted08/part07,8,223.32,6,40465014784.00,1559263.75,55826108416.00,43531128832.00,36480005,22250718,6217444,13586024,23,22250126,24
sorted08/part08,8,223.32,7,42283151360.00,1850286.62,57425485824.00,39353950208.00,36369890,22250795,6222826,11628796,22,22250158,23
skew16/part01,16,229.60,0,100774903808.00,1273359.62,112376766464.00,4597874176.00,19640631,11125574,15018991,233253,29,11125109,29
skew16/part02,16,229.60,1,101048246272.00,1075200.38,112239722496.00,4643190784.00,19660671,11125578,15118630,229625,30,11125109,31
skew16/part03,16,229.60,2,98816892928.00,1269710.12,110201430016.00,4658483200.00,19549963,11125685,14928046,231689,31,11125145,31
skew16/part04,16,229.60,3,99837673472.00,1061455.88,110774394880.00,4502261760.00,19480378,11125546,16603502,230167,26,11125110,26
skew16/part05,16,229.60,4,100285571072.00,1652942.50,112087875584.00,4603092480.00,19687204,11125820,14982480,248256,35,11125180,36
skew16/part06,16,229.60,5,91232600064.00,2061145.25,102373851136.00,4528347648.00,19262352,11125938,15776987,242004,28,11125234,28
skew16/part07,16,229.60,6,102640812032.00,992897.38,112881213440.00,4550941696.00,19496122,11125355,16258179,247640,18,11125054,18
skew16/part08,16,229.60,7,102577438720.00,664404.81,113098465280.00,4555935744.00,19477120,11125213,16453992,247473,4,11125026,5
skew16/part09,16,229.60,8,103397556224.00,1139154.12,113768505344.00,4533273088.00,19518268,11125357,16429190,248228,5,11125073,5
skew16/part10,16,229.60,9,101220139008.00,1081227.88,112004456448.00,4649969664.00,19459063,11125353,16338215,223221,14,11125058,14
skew16/part11,16,229.60,10,100953014272.00,1123098.25,111525117952.00,4643734528.00,19484113,11125389,16291693,222629,10,11125078,10
skew16/part12,16,229.60,11,104471642112.00,1204631.38,114805276672.00,4609736704.00,19374916,11125392,13816842,216087,21,11125066,21
skew16/part13,16,229.60,12,100913430528.00,930319.50,111436472320.00,4728611840.00,19439421,11125408,16213123,223951,20,11125072,20
skew16/part14,16,229.60,13,100206493696.00,1420873.38,110634205184.00,4506467840.00,19263041,11125519,14014539,207877,14,11125118,14
skew16/part15,16,229.60,14,103157219328.00,1520973.38,113453490176.00,4490607104.00,19385688,11125573,13219348,194257,23,11125119,23
skew16/part16,16,229.60,15,102210224128.00,1385361.00,112685703168.00,4492676096.00,19380108,11125520,13802737,201333,19,11125109,19
sorted16/part01,16,299.18,0,74283581440.00,831483.19,91045199872.00,83491954688.00,17098887,11125562,13338211,18325139,15,11125114,22
sorted16/part02,16,299.18,1,76802916352.00,945846.81,93539516416.00,105298894848.00,17449145,11126725,13791778,24474755,10,11123787,1309
sorted16/part03,16,299.18,2,78394384384.00,1371557.00,94545010688.00,104547500032.00,17161849,11126725,13752546,23602364,27,11123947,1179
sorted16/part04,16,299.18,3,77136404480.00,1458823.88,93810065408.00,105775316992.00,17375900,11126898,13611153,24760639,26,11124018,1180
sorted16/part05,16,299.18,4,79048941568.00,1324635.62,95476113408.00,111885352960.00,17560668,11126696,13972804,25626151,18,11124007,1137
sorted16/part06,16,299.18,5,77942579200.00,2262582.75,93789995008.00,110291279872.00,17568197,11127149,13365011,26240912,22,11124086,1182
sorted16/part07,16,299.18,6,79148621824.00,855078.19,94949875712.00,109806895104.00,17185684,11128417,13317382,24088603,12,11122050,3036
sorted16/part08,16,299.18,7,80036405248.00,225186.42,96445915136.00,107673722880.00,17996419,11125101,13579384,23714876,6,11124989,8
sorted16/part09,16,299.18,8,80917749760.00,154693.28,97255161856.00,109218947072.00,17741848,11127949,13895260,24567365,9,11122135,2859
sorted16/part10,16,299.18,9,76307283968.00,631912.81,92166103040.00,104472428544.00,17246750,11130943,12904651,22731474,23,11119344,5696
sorted16/part11,16,299.18,10,78681858048.00,4158121.00,93329473536.00,81038704640.00,16571928,11126621,13774448,16892682,3,11125486,7
sorted16/part12,16,299.18,11,79241879552.00,285289.81,95417556992.00,111043526656.00,17646863,11125137,13807771,25406600,8,11124992,11
sorted16/part13,16,299.18,12,76417032192.00,734470.69,91295547392.00,98777702400.00,17180718,11129592,13421538,20728285,24,11120763,4289
sorted16/part14,16,299.18,13,79729958912.00,2896491.50,94546010112.00,81403740160.00,16878706,11125737,12933743,17360095,0,11125187,5
sorted16/part15,16,299.18,14,77703454720.00,865033.12,93317054464.00,105899917312.00,17620350,11125407,12963444,23655115,17,11125063,21
sorted16/part16,16,299.18,15,78343561216.00,435540.38,94311571456.00,107241127936.00,18173849,11125249,13114273,22857038,23,11125013,26
skew32/part01,32,463.07,0,334817591296.00,1963746.50,344228429824.00,2936492032.00,9759851,5562781,39871007,94039,14,5562553,14
skew32/part02,32,463.07,1,339443122176.00,2787573.25,348909535232.00,3045111552.00,9919326,5562851,36188429,99801,14,5562572,17
skew32/part03,32,463.07,2,342254714880.00,1831675.50,351735676928.00,2880303616.00,9868469,5562823,37502971,92421,7,5562576,7
skew32/part04,32,463.07,3,341825454080.00,2013186.75,351526518784.00,3109333248.00,9904748,5562768,38749703,97280,14,5562548,15
skew32/part05,32,463.07,4,332938051584.00,1544958.62,342399778816.00,3097396992.00,9910472,5562821,36064191,98795,9,5562571,10
skew32/part06,32,463.07,5,268680593408.00,2268734.75,277107113984.00,2880522240.00,9483603,5562819,33741636,92455,14,5562566,15
skew32/part07,32,463.07,6,353482145792.00,1579028.00,362877353984.00,2613824256.00,9941918,5562716,41538655,103283,13,5562528,15
skew32/part08,32,463.07,7,342512107520.00,2378166.00,352721797120.00,3343021568.00,9785997,5562951,38208657,94704,14,5562612,15
skew32/part09,32,463.07,8,340314193920.00,3518749.75,350100979712.00,3130136576.00,9813316,5562972,34157601,105515,10,5562618,13
skew32/part10,32,463.07,9,353167638528.00,2602701.50,363037163520.00,2924275200.00,9991132,5562967,39039489,123732,14,5562613,16
skew32/part11,32,463.07,10,335098576896.00,2909981.75,344671682560.00,2671161600.00,9547318,5562969,41350306,101269,10,5562622,11
skew32/part12,32,463.07,11,344036605952.00,3147642.25,353537687552.00,2785767168.00,9893615,5562933,38927331,102022,24,5562590,27
skew32/part13,32,463.07,12,348703457280.00,1025934.06,358068125696.00,2708219648.00,9932627,5562598,37616833,96661,8,5562501,10
skew32/part14,32,463.07,13,327109476352.00,915008.69,336359817216.00,3038813184.00,9612319,5562655,38569168,93386,6,5562522,7
skew32/part15,32,463.07,14,339869728768.00,362414.19,348693921792.00,2458317824.00,10011801,5562614,41410479,98797,5,5562508,7
skew32/part16,32,463.07,15,325620072448.00,981056.69,334876540928.00,2803663616.00,9538531,5562681,37720836,98980,8,5562530,8
skew32/part17,32,463.07,16,333240696832.00,743685.81,342769467392.00,2918298880.00,10024182,5562669,35847154,98532,0,5562534,1
skew32/part18,32,463.07,17,360712437760.00,1005022.88,369803526144.00,2360154624.00,10007216,5562606,41524915,101363,5,5562508,5
skew32/part19,32,463.07,18,347193671680.00,892206.69,356577935360.00,2761395200.00,10054217,5562631,33964626,82979,3,5562519,4
skew32/part20,32,463.07,19,346981629952.00,1117455.62,356458266624.00,2859952896.00,10002463,5562653,37407617,91214,13,5562512,15
skew32/part21,32,463.07,20,350125293568.00,1252858.88,359725137920.00,2874828800.00,9864084,5562668,38661335,88965,7,5562528,7
skew32/part22,32,463.07,21,312241225728.00,1133233.50,321050673152.00,2762416896.00,9707762,5562700,35447981,88678,4,5562538,5
skew32/part23,32,463.07,22,340736475136.00,1599660.12,350077517824.00,2853346304.00,9909676,5562670,37448890,91701,7,5562524,9
skew32/part24,32,463.07,23,343366598656.00,1827061.25,352551141376.00,2751563520.00,9893580,5562674,39405945,92674,11,5562525,11
skew32/part25,32,463.07,24,320830537728.00,1066967.88,330371530752.00,3090304512.00,9956113,5562717,39009535,86297,13,5562536,13
skew32/part26,32,463.07,25,338017058816.00,1524653.38,347448213504.00,3038963456.00,9962666,5562746,40213901,85064,9,5562551,10
skew32/part27,32,463.07,26,343181590528.00,1977438.75,352632406016.00,2962103808.00,9958714,5562798,35643871,88595,11,5562558,13
skew32/part28,32,463.07,27,353754120192.00,3422586.00,363189436416.00,2710246656.00,9913876,5562919,43003900,88376,18,5562589,22
skew32/part29,32,463.07,28,346834042880.00,1996913.00,355953508352.00,2720748544.00,9986858,5562780,40690264,81352,7,5562562,8
skew32/part30,32,463.07,29,343340449792.00,1758740.38,352414007296.00,2418392320.00,9828163,5562767,42985823,89081,9,5562554,11
skew32/part31,32,463.07,30,341852258304.00,2454020.75,351033425920.00,2766652160.00,9841737,5562840,39405563,102311,13,5562571,14
skew32/part32,32,463.07,31,312478400512.00,1684756.25,322465759232.00,2847580928.00,9570810,5562753,40948135,92831,10,5562548,12
sorted32/part01,32,597.10,0,319357321216.00,1967495.00,342935142400.00,154055098368.00,8663002,5562776,39327574,20164698,13,5562541,18
sorted32/part02,32,597.10,1,327028834304.00,2448958.50,350962319360.00,150261874688.00,8307700,5562867,38430328,19413600,2,5562574,7
sorted32/part03,32,597.10,2,312122703872.00,10655712.00,335643508736.00,150326804480.00,8169632,5563718,37894114,20588466,2,5562868,5
sorted32/part04,32,597.10,3,323139993600.00,1563529.88,347041628160.00,153458688000.00,8810101,5562747,36259052,20304860,13,5562530,19
sorted32/part05,32,597.10,4,331191091200.00,1051545.50,356359045120.00,157810081792.00,8905527,5562675,38599795,21227956,11,5562509,16
sorted32/part06,32,597.10,5,304767827968.00,1616785.62,327031324672.00,150454845440.00,8392638,5562871,38345906,18700490,7,5562582,10
sorted32/part07,32,597.10,6,326291324928.00,861744.56,350578016256.00,157255172096.00,9029203,5562677,38390438,20484423,4,5562521,10
sorted32/part08,32,597.10,7,318528520192.00,3204510.75,342707208192.00,157898735616.00,8869233,5563058,35612117,19519555,18,5562632,23
sorted32/part09,32,597.10,8,323086942208.00,2430169.75,348098527232.00,157846405120.00,8980290,5562793,38020014,21070486,10,5562555,14
sorted32/part10,32,597.10,9,323107782656.00,2701066.25,347743977472.00,157787914240.00,8942514,5562983,38008795,21082394,10,5562619,14
sorted32/part11,32,597.10,10,318297931776.00,1395914.62,342550380544.00,158072356864.00,8924348,5562868,35612375,19298949,13,5562570,19
sorted32/part12,32,597.10,11,327101382656.00,1260756.12,350462771200.00,158106976256.00,9085516,5562727,38510833,20741022,5,5562536,11
sorted32/part13,32,597.10,12,321583218688.00,313496.19,346155220992.00,156559949824.00,8859778,5562605,38333728,20960561,5,5562504,7
sorted32/part14,32,597.10,13,324349362176.00,474126.94,348104654848.00,157638262784.00,8806399,5562627,39103016,20938626,10,5562503,12
sorted32/part15,32,597.10,14,330348265472.00,921820.44,354204057600.00,157746741248.00,8822851,5562661,39295172,20146967,7,5562521,8
sorted32/part16,32,597.10,15,314804731904.00,648841.06,337727029248.00,157190324224.00,8970211,5562602,35491048,19305594,2,5562508,4
sorted32/part17,32,597.10,16,312741953536.00,355701.19,335512305664.00,154338328576.00,8876928,5562637,38188704,19944660,7,5562516,7
sorted32/part18,32,597.10,17,320299433984.00,923570.56,343557636096.00,156768665600.00,9113590,5562596,35735007,19230660,7,5562500,9
sorted32/part19,32,597.10,18,326480494592.00,895631.50,350904025088.00,156002598912.00,9123362,5562621,38237020,19771681,3,5562505,8
sorted32/part20,32,597.10,19,285078257664.00,1068740.25,308518748160.00,150943498240.00,8380685,5562836,35390568,19836590,10,5562561,16
sorted32/part21,32,597.10,20,302473969664.00,593079.00,326950846464.00,153299959808.00,8750832,5562648,37158726,20618965,9,5562503,14
sorted32/part22,32,597.10,21,316423569408.00,636883.44,340726939648.00,157101785088.00,8872680,5562651,35207677,19039208,2,5562511,4
sorted32/part23,32,597.10,22,306369134592.00,1120659.75,329990209536.00,153250136064.00,8700726,5562711,37997876,19890259,7,5562527,10
sorted32/part24,32,597.10,23,309972434944.00,1445735.62,333404340224.00,150850207744.00,8325853,5562760,38414617,19602143,2,5562550,8
sorted32/part25,32,597.10,24,330459709440.00,1265684.12,354438873088.00,153636323328.00,8737589,5562695,37953025,20827752,10,5562509,16
sorted32/part26,32,597.10,25,305485316096.00,830324.38,329304473600.00,154463715328.00,8819962,5562655,36060575,18757250,10,5562504,17
sorted32/part27,32,597.10,26,307398017024.00,1494545.00,331142561792.00,155142832128.00,8797828,5562796,40121770,19211292,11,5562548,17
sorted32/part28,32,597.10,27,317202956288.00,876171.69,341249458176.00,156830646272.00,9118267,5562665,35811443,19696156,7,5562513,12
sorted32/part29,32,597.10,28,318342791168.00,2080279.75,342469443584.00,151096147968.00,8215060,5563022,38619767,19358161,1,5562634,5
sorted32/part30,32,597.10,29,310318170112.00,1238769.00,333710458880.00,155349155840.00,8882758,5562695,38223907,20229095,11,5562518,15
sorted32/part31,32,597.10,30,323064102912.00,1616957.75,347669823488.00,155418411008.00,8880233,5562603,38372441,20651405,4,5562502,4
sorted32/part32,32,597.10,31,293756010496.00,302348.50,317997645824.00,155007385600.00,8728265,5562716,36824229,20427964,7,5562537,9
