Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
largeset/skew08/part08,8,1089.62,7,1056.22,153502318592.00,4537150.50,389755568128.00,27705350144.00,364531247,94064428,23239388,1130946,0,0,94062737
largeset/skew16/part01,16,963.81,0,939.40,244710031360.00,722014.81,453864488960.00,11906896896.00,184113805,47032302,45737758,719818,0,0,47031398
largeset/skew16/part02,16,963.81,1,918.87,246228877312.00,2304316.25,453356945408.00,11764091904.00,183361208,47032701,42281812,781528,0,0,47031529
largeset/skew16/part03,16,963.81,2,935.92,245533163520.00,1148372.12,453868257280.00,11626918912.00,183103050,47031744,43259721,675424,0,0,47031212
largeset/skew16/part04,16,963.81,3,944.91,247210098688.00,1521039.62,453340987392.00,11648535552.00,182880386,47032346,43757740,635942,0,0,47031408
largeset/skew16/part05,16,963.81,4,944.06,249916080128.00,1041941.69,455863959552.00,11935952896.00,183922764,47032098,46698260,726341,0,0,47031330
largeset/skew16/part06,16,963.81,5,940.85,245769289728.00,721453.94,450400714752.00,11855040512.00,184061132,47031660,46396977,670178,0,0,47031183
largeset/skew16/part07,16,963.81,6,962.43,232886419456.00,1356459.38,431084601344.00,13628437504.00,183466117,47032231,41080896,623482,0,0,47031370
largeset/skew16/part08,16,963.81,7,953.50,241452335104.00,1513618.50,446280892416.00,13858658304.00,183431444,47032636,39175455,735930,0,0,47031509
largeset/skew16/part09,16,963.81,8,920.26,242093588480.00,1693102.00,433527259136.00,12159555584.00,183566413,47032433,41153292,660211,0,0,47031440
largeset/skew16/part10,16,963.81,9,958.21,237588938752.00,1152691.88,433042849792.00,13369099264.00,183654938,47032071,43368526,589999,0,0,47031319
largeset/skew16/part11,16,963.81,10,959.15,236253724672.00,648661.69,438238150656.00,13903457280.00,183756464,47031457,42090075,725265,0,0,47031114
largeset/skew16/part12,16,963.81,11,958.30,239113715712.00,735719.31,442996457472.00,13769583616.00,183739390,47031760,38863275,680252,0,0,47031217
largeset/skew16/part13,16,963.81,12,929.75,235291049984.00,1141018.88,429152698368.00,12981702656.00,184222961,47031907,43486455,714660,0,0,47031266
largeset/skew16/part14,16,963.81,13,962.20,233748250624.00,1685704.50,431455436800.00,13866814464.00,183695988,47032330,41348447,717045,0,0,47031405
largeset/skew16/part15,16,963.81,14,906.32,231388266496.00,1809423.00,425331523584.00,12551495680.00,183547325,47032354,43926692,776502,0,0,47031408
largeset/skew16/part16,16,963.81,15,916.81,242814451712.00,1805206.62,436097843200.00,12467975168.00,183633533,47032184,42040950,706603,0,0,47031355
largeset/skew32/part01,32,2010.69,0,1874.76,1118472896512.00,1133695.50,1443924017152.00,3949349888.00,91571721,23516109,163701807,182266,0,0,23515684
largeset/skew32/part02,32,2010.69,1,1829.69,1076840628224.00,3935558.00,1400941051904.00,4014566912.00,91516557,23516296,160204130,187009,0,0,23515748
largeset/skew32/part03,32,2010.69,2,1989.69,1240705007616.00,3789788.75,1567414812672.00,4446077440.00,91621893,23516816,172580223,212266,0,0,23515920
largeset/skew32/part04,32,2010.69,3,1985.67,1228172427264.00,925314.75,1552245194752.00,3964644864.00,91623212,23515837,166574199,218685,0,0,23515593
largeset/skew32/part05,32,2010.69,4,1986.39,1199856549888.00,1077285.62,1528191254528.00,4081606400.00,91906683,23515873,160042065,206879,0,0,23515602
largeset/skew32/part06,32,2010.69,5,1987.66,1243384381440.00,1745911.88,1563333885952.00,4108781312.00,91650229,23515910,172394729,184105,0,0,23515620
largeset/skew32/part07,32,2010.69,6,1984.70,1230731083776.00,1390001.50,1557493579776.00,4549908992.00,91868147,23516062,167431999,199764,0,0,23515668
largeset/skew32/part08,32,2010.69,7,1990.44,1289299951616.00,1055822.75,1615623618560.00,3999970304.00,91805803,23516079,179770981,192964,0,0,23515675
largeset/skew32/part09,32,2010.69,8,1981.56,1240830967808.00,1412375.50,1556785528832.00,4161401344.00,91612747,23516021,168444156,215455,0,0,23515654
largeset/skew32/part10,32,2010.69,9,1984.86,1240442994688.00,1725070.88,1561306988544.00,4265630208.00,91016111,23515877,166454656,232264,0,0,23515608
largeset/skew32/part11,32,2010.69,10,1909.20,1202485723136.00,2247011.75,1532420423680.00,3671320576.00,91126224,23515889,177866315,213126,0,0,23515606
largeset/skew32/part12,32,2010.69,11,1973.31,1272338841600.00,1455304.50,1602484043776.00,3935140864.00,91757468,23515837,180439890,195614,0,0,23515591
largeset/skew32/part13,32,2010.69,12,1885.62,1165210812416.00,2866484.00,1472903380992.00,4142096384.00,91685184,23516260,169130582,194291,0,0,23515736
largeset/skew32/part14,32,2010.69,13,1975.05,1187632513024.00,1804288.12,1510497452032.00,4262791424.00,91320643,23516075,157285665,204516,0,0,23515672
largeset/skew32/part15,32,2010.69,14,1999.75,1236566671360.00,1149637.25,1572555456512.00,3940496640.00,91330138,23516172,158726675,238145,0,0,23515702
largeset/skew32/part16,32,2010.69,15,2000.71,1292370575360.00,1046377.00,1617276829696.00,4404296704.00,91845659,23516285,170635635,234742,0,0,23515745
largeset/skew32/part17,32,2010.69,16,1987.75,1239126376448.00,3409213.25,1561686835200.00,4233011456.00,91402702,23516237,167615042,190860,0,0,23515726
largeset/skew32/part18,32,2010.69,17,1989.39,1291789533184.00,1986069.50,1618815614976.00,3728272128.00,91720420,23516074,180026284,188058,0,0,23515672
largeset/skew32/part19,32,2010.69,18,1994.77,1249656963072.00,1498713.38,1577312583680.00,4065195776.00,91718114,23516102,168377583,192199,0,0,23515684
largeset/skew32/part20,32,2010.69,19,1929.47,1170066767872.00,2614394.25,1492073971712.00,4058689536.00,91458414,23516119,162830071,180262,0,0,23515689
largeset/skew32/part21,32,2010.69,20,1968.71,1291619794944.00,666902.12,1601291419648.00,3900630784.00,91995960,23515642,182597192,243680,0,0,23515526
largeset/skew32/part22,32,2010.69,21,1874.99,1148369633280.00,863282.56,1473991016448.00,3806836736.00,91916410,23515772,170101923,227061,0,0,23515570
largeset/skew32/part23,32,2010.69,22,1943.59,1234924601344.00,1478843.50,1559422042112.00,4197778688.00,90950414,23515993,176451606,208256,0,0,23515646
largeset/skew32/part24,32,2010.69,23,1982.06,1239674650624.00,1583768.25,1548603621376.00,4213264128.00,91818505,23516090,167062304,223966,0,0,23515677
largeset/skew32/part25,32,2010.69,24,1998.90,1182519394304.00,987838.19,1512249098240.00,4301124608.00,91927505,23515936,148174741,211398,0,0,23515626
largeset/skew32/part26,32,2010.69,25,2008.40,1230490435584.00,1895723.38,1555306250240.00,4169351168.00,91908607,23516121,146432577,198591,0,0,23515688
largeset/skew32/part27,32,2010.69,26,2009.13,1240634884096.00,2188517.50,1567305891840.00,4288176128.00,91740131,23516137,145794124,214121,0,0,23515695
largeset/skew32/part28,32,2010.69,27,2006.84,1229030293504.00,1713164.88,1548198346752.00,4360769536.00,91892048,23516262,148014169,230533,0,0,23515733
largeset/skew32/part29,32,2010.69,28,2000.76,1227409457152.00,2007109.00,1543392198656.00,4388091904.00,91501108,23516386,152155870,241411,0,0,23515776
largeset/skew32/part30,32,2010.69,29,1790.05,1024584843264.00,3199342.00,1346165145600.00,4035370496.00,91058108,23516109,150157196,203516,0,0,23515684
largeset/skew32/part31,32,2010.69,30,1992.50,1248312164352.00,2244334.75,1572594778112.00,4108372224.00,91717788,23516121,165809145,214978,0,0,23515688
largeset/skew32/part32,32,2010.69,31,1882.49,1120286539776.00,3254174.00,1447999438848.00,4033649920.00,91215004,23516226,158502593,207930,0,0,23515723
