Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
smallset/skew16/part01,16,232.03,0,227.04,100622696448.00,1839129.50,111529320448.00,4822835712.00,19795350,11125662,15917618,236241,0,11125180,0
smallset/skew16/part02,16,232.03,1,230.40,104629420032.00,1286447.75,115642753024.00,4847619584.00,20088200,11125552,16068782,230743,0,11125142,0
smallset/skew16/part03,16,232.03,2,220.53,100540981248.00,1141757.62,112493641728.00,4716751360.00,19645856,11125475,16553664,239220,0,11125112,2
smallset/skew16/part04,16,232.03,3,214.31,94079295488.00,1486742.00,105467985920.00,4715429888.00,19455209,11125652,15972752,253702,0,11125177,1
smallset/skew16/part05,16,232.03,4,229.86,102435880960.00,2021497.75,113950105600.00,4772406784.00,19814303,11125890,15702217,253485,0,11125254,3
smallset/skew16/part06,16,232.03,5,217.13,100874027008.00,1684771.25,111950127104.00,4554109440.00,19397988,11125847,14681228,261543,0,11125242,0
smallset/skew16/part07,16,232.03,6,219.51,93225672704.00,1150182.50,104084103168.00,4782296576.00,19558055,11125304,15666269,236705,0,11125062,0
smallset/skew16/part08,16,232.03,7,230.94,99838435328.00,726801.88,110289772544.00,4827639808.00,20083620,11125245,15194332,218305,0,11125040,1
smallset/skew16/part09,16,232.03,8,221.43,96988438528.00,752450.44,107522908160.00,4707462144.00,19707688,11125366,15865282,243473,0,11125079,3
smallset/skew16/part10,16,232.03,9,225.40,99221454848.00,765499.44,109892648960.00,4914171904.00,19705357,11125324,15835752,221096,0,11125066,2
smallset/skew16/part11,16,232.03,10,225.35,96920928256.00,1163279.25,108558180352.00,4796348928.00,19725610,11125361,15829954,235175,0,11125078,2
smallset/skew16/part12,16,232.03,11,224.24,97921441792.00,1020928.31,108675776512.00,4717516800.00,19684528,11125357,16280626,241379,0,11125077,2
smallset/skew16/part13,16,232.03,12,219.29,98668552192.00,851987.25,109139853312.00,4637374464.00,19593542,11125475,14780056,236108,0,11125114,2
smallset/skew16/part14,16,232.03,13,219.98,100989091840.00,993473.19,111451365376.00,4660941824.00,19611365,11125433,14143347,212232,0,11125103,1
smallset/skew16/part15,16,232.03,14,223.87,96909828096.00,1460241.12,107641856000.00,4647963136.00,19613452,11125565,16094063,220527,0,11125144,2
smallset/skew16/part16,16,232.03,15,213.52,99745177600.00,1279741.25,110216978432.00,4565308416.00,19483610,11125525,14231643,208142,0,11125133,2
smallset/sorted16/part01,16,297.75,0,291.62,80037732352.00,752492.00,96399409152.00,104354562048.00,18263183,11125361,13324423,25145395,0,11125074,4
smallset/sorted16/part02,16,297.75,1,292.66,81314152448.00,981491.12,96546160640.00,104182145024.00,17867854,11125453,12794340,22594180,0,11125104,4
smallset/sorted16/part03,16,297.75,2,279.67,79463112704.00,1193743.12,94682390528.00,98146459648.00,18035651,11125410,13048129,23491407,0,11125089,5
smallset/sorted16/part04,16,297.75,3,268.38,79130345472.00,763080.00,93542449152.00,91267547136.00,17970583,11125492,13780085,20576782,0,11125123,1
smallset/sorted16/part05,16,297.75,4,254.70,81969397760.00,1950473.75,96717471744.00,72000790528.00,17240470,11125723,14326903,15420823,0,11125199,3
smallset/sorted16/part06,16,297.75,5,253.47,80199729152.00,1774998.50,95494389760.00,70068191232.00,16690624,11125842,13553527,15027985,0,11125237,2
smallset/sorted16/part07,16,297.75,6,276.73,82316066816.00,428615.72,96419184640.00,95297830912.00,17577748,11125182,12997866,20116455,0,11125019,3
smallset/sorted16/part08,16,297.75,7,255.41,80220618752.00,1436846.00,94311768064.00,73641123840.00,16987909,11125500,14151399,15009144,0,11125128,1
smallset/sorted16/part09,16,297.75,8,283.52,81388429312.00,332701.00,95605637120.00,98680258560.00,17432794,11125110,14092312,20562554,0,11125001,1
smallset/sorted16/part10,16,297.75,9,293.32,81357225984.00,303654.91,96610680832.00,105315344384.00,18152030,11125146,13478467,23407122,0,11125003,3
smallset/sorted16/part11,16,297.75,10,296.53,83829506048.00,483831.41,99234627584.00,105225502720.00,18092232,11125200,12273354,22642763,0,11125022,2
smallset/sorted16/part12,16,297.75,11,296.10,81568997376.00,1104960.38,96785801216.00,105919176704.00,17822522,11125360,12881923,22929900,0,11125075,4
smallset/sorted16/part13,16,297.75,12,296.56,83139641344.00,542428.50,98703286272.00,104628690944.00,18228452,11125169,11981471,21643790,0,11125009,5
smallset/sorted16/part14,16,297.75,13,253.14,79850029056.00,4407674.00,94829912064.00,69635956736.00,16458011,11126988,12996818,13721459,0,11125614,2
smallset/sorted16/part15,16,297.75,14,296.29,80406577152.00,967686.06,95470043136.00,105670443008.00,18144390,11125522,13718452,25438061,0,11125124,2
smallset/sorted16/part16,16,297.75,15,296.48,80295870464.00,806439.25,95361810432.00,105817776128.00,18153927,11125401,13608689,25418827,0,11125085,4
smallset/skew32/part01,32,471.12,0,424.62,319064440832.00,2437688.00,322887319552.00,2282055424.00,9830158,5562812,37097500,66390,0,5562581,0
smallset/skew32/part02,32,471.12,1,468.94,356484317184.00,1390695.62,360711487488.00,2385495552.00,9854607,5562792,36479275,81425,0,5562573,1
smallset/skew32/part03,32,471.12,2,466.95,367982247936.00,1639943.12,372572291072.00,2638344960.00,9788553,5562742,43228674,89747,0,5562549,4
smallset/skew32/part04,32,471.12,3,404.23,300998885376.00,2268258.50,304577019904.00,2418919424.00,9612040,5562823,35794698,79228,0,5562580,3
smallset/skew32/part05,32,471.12,4,462.44,354980790272.00,1800472.62,358864060416.00,2435923456.00,9764827,5562768,39956460,85363,0,5562565,2
smallset/skew32/part06,32,471.12,5,463.97,360897839104.00,1301145.38,364771278848.00,2340385024.00,9780385,5562738,40750045,76541,0,5562553,2
smallset/skew32/part07,32,471.12,6,457.22,354791915520.00,1518660.00,358736003072.00,2451109888.00,9605775,5562758,41855498,72655,0,5562565,0
smallset/skew32/part08,32,471.12,7,463.01,362937614336.00,2778419.25,367105638400.00,2454434560.00,9888790,5562990,44140745,80356,0,5562641,0
smallset/skew32/part09,32,471.12,8,465.83,367286779904.00,2492979.25,371499368448.00,2396360704.00,9871234,5562938,44158081,76604,0,5562624,1
smallset/skew32/part10,32,471.12,9,469.79,354639183872.00,1970547.12,359058243584.00,2381258496.00,9882296,5562921,35935997,89216,0,5562616,1
smallset/skew32/part11,32,471.12,10,462.61,355000778752.00,1808147.75,358940147712.00,2306848768.00,9801255,5562873,40729162,79928,0,5562603,0
smallset/skew32/part12,32,471.12,11,469.50,354576728064.00,3364550.75,358960660480.00,2418227200.00,9984556,5563048,36005770,80557,0,5562660,1
smallset/skew32/part13,32,471.12,12,469.78,359227621376.00,411906.81,363467603968.00,2366414080.00,9873129,5562602,36478299,81508,0,5562510,1
smallset/skew32/part14,32,471.12,13,465.75,371193937920.00,993928.62,374975692800.00,2267505152.00,9888718,5562676,44328973,72839,0,5562536,1
smallset/skew32/part15,32,471.12,14,464.32,359133085696.00,1440814.12,363061379072.00,2277021952.00,9807849,5562579,40617412,78170,0,5562505,0
smallset/skew32/part16,32,471.12,15,464.62,368473899008.00,1216739.00,372354973696.00,2302471680.00,9828041,5562627,44333534,80193,0,5562520,0
smallset/skew32/part17,32,471.12,16,463.83,362853367808.00,1375442.38,366679588864.00,2285525504.00,9820139,5562665,41116842,78334,0,5562535,0
smallset/skew32/part18,32,471.12,17,443.43,333376651264.00,1308412.62,337612210176.00,2344754176.00,9776294,5562673,37520634,79204,0,5562533,0
smallset/skew32/part19,32,471.12,18,463.75,358029983744.00,1692622.50,361878749184.00,2268766208.00,9808830,5562695,40796372,73933,0,5562544,1
smallset/skew32/part20,32,471.12,19,408.28,312852283392.00,2027344.50,316899786752.00,2557474048.00,9532087,5562673,41458237,69377,0,5562537,0
smallset/skew32/part21,32,471.12,20,455.09,351499288576.00,2459219.00,355159670784.00,2355066880.00,9395590,5562794,40237492,96016,0,5562572,1
smallset/skew32/part22,32,471.12,21,464.45,357156421632.00,871890.62,361017180160.00,2335923200.00,9792914,5562678,40145191,75032,0,5562535,0
smallset/skew32/part23,32,471.12,22,467.71,369688543232.00,980680.50,374482010112.00,2639664640.00,9886137,5562667,43426858,62172,0,5562532,1
smallset/skew32/part24,32,471.12,23,469.35,353447968768.00,2376993.25,357714919424.00,2382464000.00,9865681,5562696,36483431,68474,0,5562542,0
smallset/skew32/part25,32,471.12,24,458.61,350260363264.00,2286856.75,354078851072.00,2301223936.00,9765625,5562662,40153508,64354,0,5562533,0
smallset/skew32/part26,32,471.12,25,462.58,354773696512.00,1054775.25,358680952832.00,2334994688.00,9779213,5562694,40598416,67648,0,5562541,0
smallset/skew32/part27,32,471.12,26,469.96,357659738112.00,1532178.12,361845260288.00,2332675584.00,9910484,5562743,36268247,64448,0,5562553,2
smallset/skew32/part28,32,471.12,27,467.39,361832579072.00,2277610.00,365734100992.00,2282864384.00,9841246,5562793,40717544,68231,0,5562573,0
smallset/skew32/part29,32,471.12,28,466.71,360007434240.00,2040845.88,363875106816.00,2402271232.00,9839755,5562796,40871906,72964,0,5562573,0
smallset/skew32/part30,32,471.12,29,469.98,358704021504.00,1968836.62,362929029120.00,2388472320.00,9935575,5562732,36379651,64533,0,5562554,1
smallset/skew32/part31,32,471.12,30,462.14,353413955584.00,1690946.12,357263900672.00,2341446144.00,9773690,5562711,40301007,74258,0,5562546,1
smallset/skew32/part32,32,471.12,31,466.02,358688718848.00,1024584.88,362569760768.00,2306416640.00,9820397,5562774,40521740,69588,0,5562568,0
smallset/sorted32/part01,32,568.98,0,544.66,269809876992.00,2340993.00,311855316992.00,152540315648.00,9041305,5562740,36519550,19270136,0,5562553,2
smallset/sorted32/part02,32,568.98,1,475.01,214077980672.00,4915283.50,255762022400.00,145786994688.00,7737940,5563385,32128563,18848425,0,5562766,4
smallset/sorted32/part03,32,568.98,2,509.86,234921787392.00,2826721.25,276932952064.00,150144581632.00,8326697,5562862,35131565,18966686,0,5562596,3
smallset/sorted32/part04,32,568.98,3,553.11,276254588928.00,711791.31,318773559296.00,162572861440.00,9242599,5562595,36024662,21723784,0,5562499,4
smallset/sorted32/part05,32,568.98,4,534.69,267271372800.00,6369940.00,309426421760.00,146043584512.00,8170145,5563239,35541465,20627164,0,5562707,4
smallset/sorted32/part06,32,568.98,5,544.56,271044902912.00,1853572.75,311446798336.00,152415092736.00,9100938,5562767,36321183,19497367,0,5562556,3
smallset/sorted32/part07,32,568.98,6,557.50,275278954496.00,607654.31,317764632576.00,166469173248.00,9182639,5562676,34158716,21371230,0,5562526,5
smallset/sorted32/part08,32,568.98,7,566.77,270834745344.00,2444224.00,314139541504.00,171805114368.00,9181103,5563006,34361441,22269303,0,5562640,3
smallset/sorted32/part09,32,568.98,8,567.77,276201406464.00,1335496.50,319782125568.00,171032264704.00,9193154,5562854,34001545,23232625,0,5562592,3
smallset/sorted32/part10,32,568.98,9,566.69,273664114688.00,1879953.38,315415265280.00,171322834944.00,9282109,5562864,33907317,24436537,0,5562589,4
smallset/sorted32/part11,32,568.98,10,567.79,272375169024.00,2377319.50,317247586304.00,168258748416.00,9328305,5562838,31339343,22071647,0,5562578,5
smallset/sorted32/part12,32,568.98,11,567.76,271959408640.00,825546.38,314272382976.00,169519693824.00,9354283,5562736,31382694,22820730,0,5562550,3
smallset/sorted32/part13,32,568.98,12,566.41,281277104128.00,624623.56,322159116288.00,171105386496.00,9210887,5562617,35867345,25116289,0,5562515,2
smallset/sorted32/part14,32,568.98,13,552.25,271992225792.00,929509.44,313713393664.00,162037563392.00,9018479,5562604,34209535,22667721,0,5562509,2
smallset/sorted32/part15,32,568.98,14,562.80,273494736896.00,555766.31,314122272768.00,170052698112.00,9219229,5562575,34300132,24284331,0,5562500,3
smallset/sorted32/part16,32,568.98,15,560.01,273914970112.00,415692.53,316122497024.00,168889810944.00,9111089,5562620,35534735,23435260,0,5562519,1
smallset/sorted32/part17,32,568.98,16,539.44,265773678592.00,789549.06,308287897600.00,152225120256.00,8835211,5562691,37881692,19928223,0,5562541,2
smallset/sorted32/part18,32,568.98,17,567.79,270593802240.00,220836.02,313819496448.00,169635889152.00,9229076,5562585,31383164,22115777,0,5562501,4
smallset/sorted32/part19,32,568.98,18,567.42,280041127936.00,1220123.75,323342532608.00,171257069568.00,9138162,5562614,35255467,23975136,0,5562511,2
smallset/sorted32/part20,32,568.98,19,540.05,273034543104.00,1152708.00,315271446528.00,145999544320.00,8355518,5562663,34772996,19585323,0,5562526,3
smallset/sorted32/part21,32,568.98,20,501.94,237000638464.00,928475.50,279005167616.00,145815863296.00,7951920,5562708,31807153,19919440,0,5562530,5
smallset/sorted32/part22,32,568.98,21,540.82,264548728832.00,900780.44,307352174592.00,150287761408.00,8952750,5562633,35505578,18370122,0,5562514,3
smallset/sorted32/part23,32,568.98,22,524.94,266499604480.00,3762117.50,307314262016.00,145740496896.00,7988114,5562933,36439338,19856890,0,5562596,3
smallset/sorted32/part24,32,568.98,23,552.03,261413306368.00,1243145.25,305096818688.00,161440530432.00,9042208,5562633,32889737,21024994,0,5562516,4
smallset/sorted32/part25,32,568.98,24,533.75,273301651456.00,1887069.12,313363529728.00,146365480960.00,8201699,5562756,36669817,19377338,0,5562552,5
smallset/sorted32/part26,32,568.98,25,543.85,268801998848.00,522248.97,311687446528.00,149540290560.00,8951435,5562642,35189617,19834087,0,5562524,3
smallset/sorted32/part27,32,568.98,26,543.42,260471177216.00,1363710.12,304574431232.00,152133812224.00,8852977,5562679,36299797,19899072,0,5562534,3
smallset/sorted32/part28,32,568.98,27,540.41,272405250048.00,2768130.25,315144011776.00,146138775552.00,8316284,5562936,35676660,19351945,0,5562612,3
smallset/sorted32/part29,32,568.98,28,508.99,234723246080.00,1710106.50,276530724864.00,148939554816.00,8351619,5562868,33648317,19196968,0,5562595,4
smallset/sorted32/part30,32,568.98,29,554.63,265361129472.00,719447.94,307039207424.00,163495968768.00,9051615,5562625,32854257,21811630,0,5562515,2
smallset/sorted32/part31,32,568.98,30,549.78,266867654656.00,934999.38,310353068032.00,157982998528.00,8962878,5562571,32718462,20733952,0,5562496,2
smallset/sorted32/part32,32,568.98,31,543.06,252993224704.00,584139.31,297086844928.00,152169299968.00,8801055,5562675,33558622,18853433,0,5562533,3
