Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
largeset/skew32/part20,32,1982.93,19,1945.14,1454415413248.00,2534121.00,1471636832256.00,9466487808.00,45787816,23516139,159600170,197728,0,23515695,0
largeset/skew32/part21,32,1982.93,20,1967.06,1496892440576.00,889862.25,1514684284928.00,9632304128.00,45535432,23515625,162252089,273766,0,23515524,0
largeset/skew32/part22,32,1982.93,21,1955.71,1474662629376.00,1012345.31,1492726185984.00,9531160576.00,45799395,23515867,160447459,257537,0,23515603,1
largeset/skew32/part23,32,1982.93,22,1977.70,1470315757568.00,533249.94,1489591992320.00,10222646272.00,45932515,23515841,153406526,244254,0,23515594,0
largeset/skew32/part24,32,1982.93,23,1967.04,1479849279488.00,1663600.75,1498296483840.00,10154133504.00,45824475,23516096,163563961,245284,0,23515681,0
largeset/skew32/part25,32,1982.93,24,1962.46,1487494840320.00,838525.00,1504946421760.00,9763521536.00,45807011,23515906,169521493,245240,0,23515615,1
largeset/skew32/part26,32,1982.93,25,1932.37,1450594795520.00,1910079.25,1468697411584.00,10194422784.00,45365927,23516008,166506716,238754,0,23515650,0
largeset/skew32/part27,32,1982.93,26,1970.30,1448564883456.00,1739186.38,1468388868096.00,10832671744.00,45537809,23516172,154981614,258894,0,23515703,1
largeset/skew32/part28,32,1982.93,27,1947.63,1526882500608.00,1320032.88,1543881490432.00,9805326336.00,45477751,23516173,182403957,260204,0,23515705,2
largeset/skew32/part29,32,1982.93,28,1950.74,1531428208640.00,2578275.50,1547571822592.00,9364597760.00,45725589,23516271,183010191,259040,0,23515739,1
largeset/skew32/part30,32,1982.93,29,1903.77,1417062776832.00,1727319.12,1435355709440.00,10041259008.00,45640824,23516052,164705970,232819,0,23515666,0
largeset/skew32/part31,32,1982.93,30,1853.19,1366799417344.00,2284249.75,1385059975168.00,9939779584.00,45715226,23516176,159929719,228834,0,23515708,0
largeset/skew32/part32,32,1982.93,31,1732.50,1291630280704.00,2069233.00,1307590000640.00,9640548352.00,45469578,23516155,168266243,228359,0,23515700,1
